Gene	O1_E_1cm	O1_E_5cm	O1_K_1	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O1_S_1	O1_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O1_Tg_F_Th	O2_E_1cm	O2_E_5cm	O2_K_1	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	O2_S_1	O2_S_3	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	O2_Tg_TR	Y1_E_1cm	Y1_E_5cm	Y1_K_1	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y1_S_1	Y1_S_3	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y1_Th_TG_f	Y2_E_1cm	Y2_E_5cm	Y2_K_1	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm	Y2_S_1	Y2_S_3	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	Y2_Tg_TR
UniRef90_A0A229I606	0	0	0	0.101457	0.112707	0.206511	0.127326	0.196961	0.157916	0.118031	0	0	0	0	0	0	0	0	0	0	0	0.982274	0.503392	0.861193	0.918216	0.647943	0.0531625	0	0	0	0	0	0	0	0	0	0	0	0	0.256292	0.0687551	0	0.060497	0.0496971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I607	0	0	57.5266	0.954439	0.926272	0.553893	1.53014	1.32622	1.44629	1.53953	0	0	0	0	0	0	0	0	0	0	0	0.6872	1.1956	0.647212	0.857873	0.9146	0.356827	0.187943	35.6976	7.8469	12.8795	0	0	0	0	0	0	9.80934	13.0554	2.10277	16.6728	18.4728	15.7564	15.2737	0	4.75811	0	0	0	0	0	0	0	19.8959	1.77323	1.30803	3.31717	2.54153	1.90408	1.23954	3.19099	18.6289	25.541	0	39.7094	65.3954	0	0	0	0
UniRef90_A0A229I608	0	0	0	7.3143	8.97395	14.2878	7.34807	10.0686	10.3227	9.92275	18.2155	11.0753	31.8009	10.8214	0	0	0	0	0	0	0	13.5788	9.64254	9.35611	8.10329	10.0759	1.0195	0	14.5704	3.69266	0	0	0	0	0	0	0	0	0.303223	4.71749	0.470762	0.7613	0.808816	1.08895	0	7.1929	0	0	0	0	0	0	0	0	1.60782	1.06778	1.05364	0.943328	0.880764	1.21011	1.78917	0	0	0	16.2079	0	0	0	0	0
UniRef90_A0A229I609	0	0	0	10.6079	9.68968	14.1004	8.98967	10.0575	10.9715	11.9984	10.4989	0	11.7223	7.98493	9.41245	0	0	0	0	0	0	22.8526	17.9433	17.4449	21.616	17.8779	1.98605	0.445342	8.05749	7.67118	11.139	0	0	0	0	0	0	0.243075	0.244466	5.14302	0.325404	0.322695	0.402781	0.294921	0	4.80171	0	0	0	0	0	0	0	5.61575	9.25117	7.63183	12.4331	8.07726	6.33228	8.1688	8.00162	5.6005	4.96774	3.52761	8.19767	10.1312	3.61681	0	0	0
UniRef90_A0A229I616	0	0	12.618	11.1826	9.64704	13.1482	9.63789	11.3652	11.5532	12.225	7.97217	0	10.8746	5.79698	12.2491	0	0	0	0	0	0	24.3029	18.4333	20.493	21.6669	18.5624	2.12905	0.464058	8.49507	9.37547	14.8123	0	0	0	0	0	0	0.149183	0.37711	4.08958	0.244401	0.229797	0.305596	0.265782	0	4.23084	0	0	0	0	0	0	0	0	15.1874	11.9994	18.652	11.9073	8.90249	11.7801	11.3076	5.2005	4.75339	5.3038	10.2936	20.1992	7.4471	0	0	0
UniRef90_A0A229I617	0	0	94.6949	49.1626	31.8566	37.8497	39.546	48.5202	45.3188	51.3039	58.0956	6.42237	12.2939	50.1827	50.9589	0	0	0	7.27309	0	20.5329	61.2014	38.9957	43.0823	52.3439	42.7071	4.34224	1.32725	33.7965	25.927	51.8048	0	0	0	0	0	0	2.8275	2.81256	49.0886	4.29919	4.32675	5.69031	2.87227	0	67.794	0	0	0	0	0	0	0	37.6728	61.1397	40.3265	84.3411	41.95	24.5693	38.1888	37.5617	8.81843	33.3171	22.8094	54.6493	34.826	26.3755	0	0	0
UniRef90_A0A229I621	0	0	0	0.136348	0.210223	0.262308	0.137799	0.124333	0	0.0792775	0	0	0	0	0	0	0	0	0	0	0	0.564973	0.29197	0.301883	0.377383	0.534705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0946191	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I623	0	0	0	1.55709	1.08635	0.809934	1.37138	1.6288	1.5704	1.40309	0	0	0	0	0	0	0	0	0	0	0	2.78557	1.77507	1.75478	2.1846	1.91982	0.252621	0.059735	0	0	4.5591	0	0	0	0	0	0	0	0.230101	1.67936	0.335551	0.352185	0.633987	0.319884	0	1.40357	0	0	0	0	0	0	0	0	0.334876	0	0.730197	0	0	0.353971	0.481783	0	0	0	0	0	2.68954	0	0	0
UniRef90_A0A229I624	0	0	0	9.42177	8.44173	12.8709	8.31972	8.77433	10.3787	10.7038	15.2738	0	7.50693	10.5037	8.59391	0	0	0	0	0	6.12099	20.1684	16.4661	16.1573	17.7543	16.0927	1.30884	0.395135	4.89753	5.50222	8.98059	0	0	0	0	0	0	0.245136	0.237628	5.14202	0.316428	0.267038	0.380492	0.238634	0	4.203	0	0	0	0	0	0	0	0	3.83826	2.94624	4.12511	3.9217	2.37959	3.68439	4.02532	5.38535	3.87623	1.47599	9.07989	8.43163	4.32392	0	0	0
UniRef90_A0A229I626	0	0	0	0.692904	0.733102	0.361054	0.574776	0.606917	0.674724	0.463443	0	4.23977	0	0	0	0	0	0	0	0	0	0.600657	0.0770152	0.433508	0.582724	0.569684	0.111508	0	0	0	0	0	0	0	0	0	0	0.437477	1.12437	7.95486	1.62192	1.51505	1.91242	1.20521	0	5.66852	0	0	0	0	0	0	0	0	1.34971	0.641029	2.19394	0.785221	0.226287	0.750769	1.18474	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04799	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I631	0	0	14.3816	6.45864	6.16784	9.93189	5.80166	6.46482	6.97251	7.71607	3.47358	0	0	6.62812	0	0	0	0	0	0	0	10.0461	8.46759	7.97111	9.27945	8.04063	0.676875	0.352283	6.69329	2.94259	8.82205	0	0	0	0	0	0	0.0584514	0.0928621	2.74711	0.179106	0.243828	0.321961	0.238075	0	3.34363	0	0	0	0	0	0	0	0	2.43787	1.57098	2.66051	2.38148	1.61443	2.65104	2.93169	4.07508	0	1.10828	7.35393	6.08799	2.84923	0	0	0
UniRef90_A0A229I633	0	0	10.8541	10.828	10.4068	13.5051	10.2203	12.3776	13.1282	13.4607	12.6306	10.2394	14.7004	0	8.75648	0	0	0	0	0	11.5932	25.8745	19.0552	19.852	21.742	18.2941	2.25369	0.601967	6.67244	5.92219	4.86018	0	0	0	0	0	0	0.0706706	0.536585	5.00885	0.217616	0.211153	0.0590236	0.440462	0	5.38653	0	0	0	0	0	0	0	0	4.40082	2.72147	3.13238	4.30722	3.82959	5.20531	4.296	3.51489	3.2127	0	14.9847	18.5081	1.91143	0	0	0
UniRef90_A0A229I635	0	0	10.8651	10.5437	9.05681	12.6367	8.92305	10.2181	11.0614	11.6044	8.12794	0	10.7166	9.58406	9.96576	0	0	0	0	0	4.13698	21.8823	16.5403	16.3665	19.0803	16.561	1.72117	0.448191	9.91846	7.19745	10.1462	0	0	0	0	0	0	0.255596	0.307689	5.88848	0.38068	0.389416	0.495355	0.317589	0	5.76855	0	0	0	0	0	0	0	0	8.50168	6.86141	11.294	7.13525	5.09016	7.13028	6.59384	4.22073	4.54761	2.90645	8.3524	8.02663	3.99002	0	0	0
UniRef90_A0A229I639	0	0	0	5.83448	2.78118	2.08551	3.94077	6.27552	5.63032	6.47183	13.7125	0	13.0539	5.92457	5.58836	0	0	0	0	0	0	0.126329	0.0381676	0	0.170414	0.122628	0	0	0	13.1115	0	0	0	0	0	0	0	0	0.352714	3.38362	0.618951	0.715468	0.729719	0.130416	0	2.82962	0	0	0	0	0	0	0	0	30.7047	17.7057	32.0906	20.8519	11.347	20.5841	22.045	3.12217	0	4.73306	0	0	3.39416	0	0	0
UniRef90_A0A229I640	0	0	11.0628	8.50017	8.02768	11.5879	6.6228	7.15528	8.8342	9.53959	6.60579	3.7759	9.47955	7.38094	6.22921	0	0	0	0	0	4.46905	20.007	15.7748	14.3904	17.2161	15.0732	1.38279	0.361096	10.6072	4.64321	10.7651	0	0	0	0	0	0	0.181945	0.246154	4.12213	0.255076	0.169505	0.353937	0.319309	0	4.09899	0	0	0	0	0	0	0	0	4.6284	4.0374	5.80416	4.26487	2.96902	4.30126	3.96587	4.52441	7.73943	0	5.55376	7.97713	4.05545	0	0	0
UniRef90_A0A229I641	0	0	0	0.038408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0506846	0.0474181	0.0515268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0541487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I645	0	0	15.3313	8.774	8.13173	11.6403	7.68564	8.24123	9.04923	9.57277	6.80965	0	6.01412	7.53541	8.75038	0	0	0	0	0	0	20.6373	16.0516	15.2356	18.8336	16.0336	1.60953	0.301891	8.93317	5.07161	7.39934	0	0	0	0	0	0	0.134264	0.192959	4.52123	0.227377	0.294523	0.252371	0.250385	0	3.58544	0	0	0	0	0	0	0	4.94768	5.39902	4.21146	6.48199	4.85445	4.05184	4.98879	5.35129	3.67331	3.05697	0	11.3574	4.66348	3.81558	0	0	0
UniRef90_A0A229I657	0	0	10.5392	8.64529	8.13657	10.8611	7.52575	9.34137	9.62907	10.575	6.6758	0	5.46876	8.8486	7.00872	0	0	0	0	0	0	18.1531	14.0733	14.5756	17.3541	15.2448	1.92082	0.332828	0	3.82287	11.7968	0	0	0	0	0	0	0.137241	0.28093	4.13489	0.199197	0.18047	0.485768	0.353735	0	3.48627	0	0	0	0	0	0	0	3.64321	3.30944	2.92199	4.06809	3.4358	2.03378	3.26073	3.80232	0	7.27885	0	9.66061	11.9628	0	0	0	0
UniRef90_A0A229I658	0	0	17.506	8.14075	8.39648	10.595	7.19903	7.97935	9.40195	10.0121	11.2947	0	6.57718	8.91451	13.4355	0	0	0	0	0	6.14884	17.3071	14.5972	14.7133	15.771	14.6213	1.61419	0.406216	7.22189	4.76198	8.64353	0	0	0	0	0	0	0.113595	0.163149	4.25023	0.266062	0.169857	0.385531	0.309344	0	3.21761	0	0	0	0	0	0	0	3.35689	3.99041	3.20626	5.66406	3.88628	2.64354	3.90977	4.02544	3.46438	6.03334	1.21814	11.4115	9.91976	3.24506	0	0	0
UniRef90_A0A229I659	0	0	0	3.23188	1.35078	1.23271	2.12443	3.98225	2.5058	3.32415	9.24932	0	14.7606	0	0	0	0	0	0	0	0	0	0	0	0	0.0758218	0	0	0	0	0	0	0	0	0	0	0	0.155256	0.383358	1.98618	0.1992	0.476914	0.579353	0.093584	0	0.904278	0	0	0	0	0	0	0	0	20.1361	11.1061	20.3	11.7689	7.77057	13.2889	13.7522	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I667	0	0	0	0.0565754	0.0231036	0.0136062	0.0518812	0.0618128	0.0325416	0.0920486	0	0	0	0	0	0	0	0	0	0	0	2.30228	1.28859	2.04854	1.89759	2.14566	0.179728	0	0	0	0	0	0	0	0	0	0	0	0.00780354	0.149831	0.0161536	0	0.0259253	0.020549	0	0.19992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I669	0	0	0	14.5642	12.0789	18.1264	11.594	14.1903	15.5365	16.3687	20.0776	0	18.0215	20.3757	12.535	0	0	0	7.57178	0	7.51737	28.0998	20.0473	21.1218	24.2744	21.5123	2.28691	0.599172	17.5046	9.669	11.5556	0	0	0	0	0	0	0.261464	0.348514	8.02739	0.266041	0.596923	0.496417	0.364994	0	7.40633	0	0	0	0	0	0	0	0	14.2519	10.9477	20.4616	12.098	8.26814	10.8873	11.5994	8.41554	9.65994	6.44201	6.52311	11.7349	3.32748	0	0	0
UniRef90_A0A229I672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862344	0.564762	0.924982	1.04572	0.807371	0.0984349	0	0	0	0	0	0	0	0	0	0	0	0	1.56103	0.0530283	0.0514533	0.302038	0.137997	0	1.31258	0	0	0	0	0	0	0	0	1.00752	0.506161	1.83738	0.730851	0	0.399422	1.08078	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I673	0	0	0	6.17687	3.25455	2.59182	4.18878	6.87598	6.19499	6.41358	3.60484	0	0	4.28311	9.11718	0	0	0	0	0	0	5.6643	3.54081	4.25194	5.00028	3.56643	0.583112	0.145739	4.61358	6.59191	0	0	0	0	0	0	0	0.49612	0.598829	9.95861	0.878732	1.25832	1.12985	0.57725	0	9.20595	0	0	0	0	0	0	0	0	5.28709	2.0513	8.28949	2.7013	0.839635	2.63437	3.5654	0	2.72644	0	0	5.28235	0	0	0	0
UniRef90_A0A229I674	0	0	0	7.14617	6.53698	9.95329	6.11193	6.49929	7.93629	7.70523	2.45833	0	7.45796	0	2.86848	0	0	0	0	9.29887	5.83927	16.934	12.1593	12.0824	13.9329	12.7351	1.15498	0.323704	5.68825	3.74423	4.11485	0	0	0	0	0	0	0.209095	0.2075	3.43806	0.262952	0.214119	0.309019	0.207753	0	3.34735	0	0	0	0	0	0	0	0	3.24258	2.42615	4.3334	2.60794	2.06165	3.45925	3.17354	5.35826	5.145	0	0	8.88463	3.23562	0	0	0
UniRef90_A0A229I680	0	0	24.8316	7.69611	8.24811	11.0248	7.06468	8.27345	8.3609	9.64946	5.61006	0	0	12.2963	5.5106	0	0	0	0	10.3662	0	16.8029	13.7505	13.5368	15.6117	13.4834	1.13245	0.390246	6.42043	6.59335	5.55782	0	0	0	0	0	0	0.107785	0.213186	4.64606	0.138293	0.386728	0.324221	0.309513	0	3.537	0	0	0	0	0	0	0	0	3.16089	2.39798	3.27347	2.87139	2.24277	3.91222	3.73003	4.63647	3.06247	0	9.99877	12.9379	3.56843	0	0	0
UniRef90_A0A229I681	0	0	0	6.03365	2.71043	2.54295	3.62373	6.37525	5.38117	5.99326	7.83067	0	4.82242	0	7.13212	0	0	0	0	0	0	7.50899	3.40129	4.07602	6.31292	4.61325	0.714761	0.0839186	0	3.79571	0	0	0	0	0	0	0	0.416716	0.640906	7.72388	0.671456	0.962894	1.28957	0.297527	0	7.60524	0	0	0	0	0	0	0	0	13.4735	8.61629	20.816	9.07035	6.1541	8.08045	7.17955	3.0995	4.43532	4.05313	5.17146	0	2.62536	0	0	0
UniRef90_A0A229I684	0	0	10.313	8.5871	8.40355	10.8732	7.19509	7.76704	8.84311	9.60481	5.67315	0	6.62479	8.34384	5.77324	0	0	0	0	0	0	17.6332	14.6948	14.722	17.066	14.6329	1.30299	0.348794	9.06677	0	10.4199	0	0	0	0	0	0	0.151146	0.249634	4.48415	0.155065	0.418817	0.262065	0.324823	0	4.28138	0	0	0	0	0	0	0	0	3.69211	2.72957	4.76214	3.66436	2.77619	4.03995	3.9013	3.91285	5.85982	1.27114	0	0	3.03238	0	0	0
UniRef90_A0A229I685	0	0	14.4804	8.42654	8.01107	11.1659	7.69064	7.92608	8.93012	9.90722	6.63803	0	7.13156	6.06623	6.43578	0	0	0	0	0	0	18.4601	14.6956	14.2511	18.266	15.0052	1.35833	0.351726	3.26751	6.81734	11.154	0	0	0	0	0	0	0.111424	0.228158	4.50145	0.246323	0.349171	0.413941	0.2121	0	3.62447	0	0	0	0	0	0	0	5.46342	3.70073	3.01094	4.03145	2.98894	2.59001	3.85168	3.63527	2.13146	5.06533	0	0	9.69498	4.14454	0	0	0
UniRef90_A0A229I688	0	0	8.98853	8.26755	8.49129	11.0063	8.14572	7.58309	9.9799	10.4152	7.67043	0	10.4608	0	6.32685	0	0	0	0	0	5.65034	20.1128	16.4023	15.8683	17.8839	15.532	1.49752	0.363086	0	2.9403	15.2931	0	0	0	0	0	0	0.114102	0.207939	4.60315	0.32319	0.221035	0.321536	0.270282	0	3.65586	0	0	0	0	0	0	0	0	4.00077	2.7963	4.95727	3.41097	2.74913	3.85828	4.02861	0	0	0	14.891	9.19464	4.74242	0	0	0
UniRef90_A0A229I690	0	0	0	0.101416	0	0.0666257	0.0792021	0.0821753	0.132618	0.247829	0	0	0	0	0	0	0	0	0	0	0	0.799402	0.460779	0.728188	0.416946	0.543353	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30923	0	0	0	0.0549529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I692	0	0	0	7.29772	7.36335	10.9591	7.0461	7.22945	8.30938	9.02089	5.98781	0	8.56615	6.80054	3.74748	0	0	0	0	0	0	19.0519	13.163	13.462	16.6809	13.2465	1.35468	0.431606	12.1997	3.82538	10.7024	0	0	0	0	0	0	0.141833	0.199573	3.92308	0.201797	0.241006	0.213822	0.350037	0	4.02957	0	0	0	0	0	0	0	0	3.01877	2.21653	3.78881	2.98823	2.39986	3.30053	3.45277	2.04068	5.39976	0	6.79623	8.784	3.34089	0	0	0
UniRef90_A0A229I693	0	0	0	0.824067	0.383827	0.252451	0.395041	1.26853	1.08534	0.80157	0	0	0	0	0	0	0	0	0	0	0	0.673865	0.43296	0.684451	1.20967	0.176665	0	0	0	0	0	0	0	0	0	0	0	0	0.235397	0.749655	0.146616	0.0950412	0	0	0	0	0	0	0	0	0	0	0	0	0.266825	0	0.246632	0	0.190423	0.138065	0.138649	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I697	0	0	0	15.2561	12.7076	18.6525	11.3864	12.331	14.272	16.4343	10.3786	12.6207	12.0794	24.6628	11.9314	0	0	0	0	0	0	29.6861	21.7668	22.717	26.4323	25.0852	3.16521	0.514635	0	7.47324	0	0	0	0	0	0	0	0.352571	0.5183	5.56898	0.178816	0.647851	0.876464	0.469031	0	13.3854	0	0	0	0	0	0	0	0	5.58319	1.92863	5.74634	3.73053	3.06788	6.08243	6.00172	0	7.91968	0	18.9092	15.5703	0	0	0	0
UniRef90_A0A229I6A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863316	0.600616	0.993022	0.577594	0.481553	0.0784234	0	0	0	0	0	0	0	0	0	0	0.0823197	0	2.31286	0.0792692	0.245958	0.0687527	0	0	0.697158	0	0	0	0	0	0	0	0	0.637216	0.410685	0.283672	0.582271	0	0.616339	0.215326	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I6A8	0	0	14.8993	7.69626	7.85519	10.4093	7.03374	7.11438	8.64057	9.40468	9.92486	0	8.67298	5.33383	6.66253	0	0	0	0	0	0	17.9018	13.9685	13.8165	15.9644	15.2616	1.37344	0.493197	5.29045	6.94904	6.67516	0	0	0	0	0	0	0.0972611	0.220443	4.31592	0.156381	0.166095	0.283924	0.295846	0	3.93825	0	0	0	0	0	0	0	0	5.24151	4.55348	5.52823	4.77023	3.58995	4.73153	4.63167	4.14744	5.0542	0	6.63051	0	2.62281	0	0	0
UniRef90_A0A229I6A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I6B0	10.6422	0	23.2889	7.13771	4.63964	4.5941	5.6787	6.56576	6.3782	6.64092	13.9539	0	4.71998	4.83021	9.81819	0	0	0	3.69677	0	7.39016	21.8924	14.7111	16.5132	18.7433	14.911	1.87285	0.462792	10.0806	5.3991	8.80208	0	0	0	0	0	0	0.461832	1.07226	11.338	1.19615	1.71663	1.83283	0.713536	0	9.08972	0	0	0	0	0	0	0	6.44403	22.4118	16.7005	30.3048	15.7694	10.2801	15.1264	15.5147	4.90235	4.13619	5.13184	7.23451	6.6007	3.07609	0	0	0
UniRef90_A0A229I6B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357935	0.254869	0.21009	0.395105	0.164138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0960041	0	0.405576	0.118457	0	0.0552909	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I6B3	0	0	0	4.37117	2.16925	4.12266	2.98194	3.734	3.58657	4.51274	4.58507	0	0	7.26369	0	0	0	0	0	0	0	0.770093	0.5801	0.824876	0.969348	0.845008	0.171081	0	4.89008	0	0	0	0	0	0	0	0	0.0724701	0.0508833	0.984608	0.157465	0	0.128558	0.113361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33251	0	0	4.47914	0	0	0	0
UniRef90_A0A229I6B4	0	0	13.3477	7.49349	7.14524	10.1357	6.77643	6.35111	7.8704	9.02144	0	0	6.03192	2.73677	6.61998	0	0	0	0	0	0	17.5778	13.5719	12.8168	14.1387	12.4308	1.35963	0.252207	5.52737	4.43365	12.5229	0	0	0	0	0	0	0.0676614	0.190431	3.84946	0.198175	0.191215	0.274479	0.248799	0	3.92645	0	0	0	0	0	0	0	0	2.79663	2.11855	2.86797	2.71169	1.99048	3.18616	3.23026	0	2.63649	3.09582	0	0	3.39865	0	0	0
UniRef90_A0A229I6B6	0	0	8.33215	7.61321	7.00681	10.1191	6.58352	6.57185	7.79094	8.01423	6.19459	0	9.07589	7.03233	7.121	0	0	0	0	0	5.70353	18.0886	13.1736	13.3169	15.6513	13.5459	1.39764	0.325928	9.47862	4.34951	8.68959	0	0	0	0	0	0	0.139204	0.277369	3.71125	0.250245	0.242688	0.342912	0.232512	0	3.55737	0	0	0	0	0	0	0	0	3.09429	2.04445	3.23321	2.91072	2.35342	2.9015	2.97468	3.59762	3.69518	0	0	8.68232	2.93163	0	0	0
UniRef90_A0A229I6B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.870072	0.315593	0.386212	0.458254	0.427108	0.0526256	0	0	0	0	0	0	0	0	0	0	0	0	1.20051	0.0784603	0.0620397	0.0754494	0.0556852	0	1.64335	0	0	0	0	0	0	0	0	0.530753	0.228505	0.668329	0.210508	0.141025	0.247266	0.290017	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I6C0	0	0	0	1.78088	0.686444	1.01858	1.68734	0.270657	1.36682	0.906028	0	11.0753	0	0	0	0	0	0	0	0	0	2.87057	2.50972	3.48122	3.27826	3.64986	0.582574	0.153423	0	6.40564	0	0	0	0	0	0	0	0.152879	0	2.9891	0	0.15226	0.383051	0	0	2.58945	0	0	0	0	0	0	0	0	1.89687	2.47546	3.82126	2.62616	2.34599	3.78804	3.53994	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I6C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06721	0.447954	0.502327	0.789569	0.787873	0.144989	0	0	0	0	0	0	0	0	0	0	0.0764357	0.0757511	1.0354	0.0781257	0	0.127554	0.0291649	0	0.924802	0	0	0	0	0	0	0	0	0.530039	0.255012	0.713744	0.264823	0.12139	0.265157	0.35184	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I6C3	0	0	14.2825	7.67887	7.68983	10.3178	6.6656	8.40512	10.727	10.9816	0	0	0	8.80082	0	0	0	0	0	0	6.06116	20.1951	15.636	14.6828	16.0656	14.8887	0.910175	0.311938	23.4709	2.60478	8.55069	0	0	0	0	0	0	0.155417	0.154128	4.25474	0.542385	0.340531	0.228943	0.491661	0	2.63242	0	0	0	0	0	0	0	0	3.94927	3.65528	4.82995	4.42848	2.53512	3.68957	4.27799	4.63791	11.3044	0	6.59077	16.281	3.36286	0	0	0
UniRef90_A0A229I6C4	0	0	0	0	0	0	0	0	0.0642796	0.0792775	0	0	0	0	0	0	0	0	0	0	0	0.44897	0.267185	0.390695	0.372944	0.361761	0	0	0	0	0	0	0	0	0	0	0	0	0	0.904929	0	0.0932127	0.0782062	0	0	1.25329	0	0	0	0	0	0	0	0	0.273826	0.146076	0.797826	0.24601	0.0696503	0	0.179618	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I6C5	0	0	0	7.27559	6.84561	9.45859	6.3107	6.85405	7.85716	8.25165	4.97312	0	8.69762	0	6.16804	0	0	0	0	0	0	16.7015	12.8078	12.2808	14.3879	12.704	1.02491	0.309465	6.73729	5.24292	9.27246	0	0	0	0	0	0	0.102846	0.156163	3.33878	0.201151	0.182525	0.238956	0.211655	0	2.93994	0	0	0	0	0	0	0	0	4.1029	3.32124	5.36501	3.61613	3.10622	3.91608	4.04484	3.51853	4.38215	0	0	7.29344	2.25697	0	0	0
UniRef90_A0A229I6C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.760412	0.700474	0.846868	0.749266	0.939135	0	0	0	0	0	0	0	0	0	0	0	0.141282	0	1.32214	0.129696	0.0716967	0.0753795	0	0	0.917225	0	0	0	0	0	0	0	0	0.478308	0.551176	1.08449	0.399098	0.191935	0.160843	0.340048	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I6C8	0	0	17.0679	13.6376	10.2369	13.9738	10.3668	11.8914	13.3036	14.3813	20.4448	0	12.9439	7.14767	11.0547	0	0	0	0	0	4.92495	29.3307	21.0662	24.0055	26.1683	23.0787	2.39266	0.359647	11.5274	11.8421	15.9421	0	0	0	0	0	0	0.166592	0.265215	4.90871	0.299865	0.336083	0.421416	0.278403	0	3.80259	0	0	0	0	0	0	0	9.62733	17.8311	14.7426	23.8028	13.9288	10.5485	13.5176	12.672	7.7857	8.72607	4.56996	8.56845	14.0948	4.23022	0	0	0
UniRef90_A0A229I6D5	0	0	6.31005	6.62627	6.44587	7.90305	5.90985	6.30979	7.01657	7.02791	7.34281	0	5.61936	0	0	0	0	0	0	0	0	14.6188	11.2297	12.4371	13.1394	12.4345	0.985929	0.269664	7.83128	0	4.67068	0	0	0	0	0	0	0.136559	0.285133	3.32428	0.333668	0.311582	0.182297	0.260789	0	1.50775	0	0	0	0	0	0	0	5.81966	2.16418	1.94834	3.00669	2.70083	1.56979	2.79313	2.67291	4.76792	4.25826	0	7.25949	9.56423	1.48162	0	0	0
UniRef90_A0A229I6D8	0	0	25.3441	18.6474	13.6654	17.6787	14.7054	18.4556	17.761	18.4348	14.1612	0	19.201	14.5095	11.7508	0	0	0	0	0	5.16162	31.5413	23.1487	25.8859	29.7601	23.5708	2.58667	0.762658	14.5061	15.7753	11.8092	0	0	0	0	0	0	0.468416	1.11286	10.263	1.62571	1.23626	1.80965	0.952699	0	8.68106	0	0	0	0	0	0	0	8.4007	26.7762	21.4059	37.963	20.862	15.2506	20.1548	18.5061	12.8206	9.32485	4.91541	16.1165	19.5491	7.50386	0	0	0
