name	O1_Tg_F_Th	O2_Tg_TR	Y1_Th_TG_f	Y2_Tg_TR	O1_E_1cm	O1_E_5cm	O2_E_1cm	O2_E_5cm	Y1_E_1cm	Y1_E_5cm	Y2_E_1cm	Y2_E_5cm	O1_S_1	O1_S_3	O2_S_1	O2_S_3	Y1_S_1	Y1_S_3	Y2_S_1	Y2_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm
Tannockella kyphosi	1.00E-05	2.00E-05	0	0	0	0	0	0	6.00E-05	0	0	0	2.00E-05	0	2.00E-05	2.00E-05	3.00E-05	4.00E-05	1.00E-05	1.00E-05	3.00E-05	0	4.00E-05	0	3.00E-05	5.00E-05	3.00E-05	0	0	2.00E-05	0	0	0	1.00E-05	0	0	0	1.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05	3.00E-05	4.00E-05	4.00E-05	5.00E-05	2.00E-05	5.00E-05	5.00E-05	5.00E-05	6.00E-05	3.00E-05	4.00E-05	1.00E-05	4.00E-05	5.00E-05	4.00E-05	5.00E-05
Tardibacter chloracetimidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	0	0	0	1.00E-05	0	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Tardiphaga alba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tardiphaga robiniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0
Tardiphaga sp. 37S4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0
Tardiphaga sp. 42S5	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0
Tardiphaga sp. 709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0
Tateyamaria omphalii	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Tatumella citrea	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	2.00E-05	6.00E-05	1.00E-05	1.00E-05	3.00E-05	0	3.00E-05	0	4.00E-05	0	4.00E-05	0	0	2.00E-05	0	0	1.00E-05	2.00E-05	0	0	5.00E-05	1.00E-05	3.00E-05	6.00E-05	2.00E-05	5.00E-05	4.00E-05	4.00E-05	4.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05
Tautonia plasticadhaerens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	0	3.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Taylorella asinigenitalis	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	5.00E-05	4.00E-05	6.00E-05	6.00E-05	5.00E-05	2.00E-05	1.00E-05	3.00E-05	5.00E-05	1.00E-05	6.00E-05	4.00E-05	3.00E-05	4.00E-05	1.00E-05	3.00E-05	1.00E-05	2.00E-05	4.00E-05	2.00E-05	2.00E-05
Taylorella equigenitalis	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	3.00E-05	2.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	2.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Telluria beijingensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Telluria mixta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	0	2.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Tellurirhabdus bombi	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	0	1.00E-05	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05
Tellurirhabdus rosea	1.00E-05	1.00E-05	0	0	0	0	0	0	0	5.00E-05	0	0	1.00E-05	0	3.00E-05	3.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	3.00E-05	3.00E-05	3.00E-05	0	0	0	3.00E-05	5.00E-05	0	1.00E-05	0	0	0	2.00E-05	0	0	0	1.00E-05	2.00E-05	2.00E-05	4.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	5.00E-05	6.00E-05	5.00E-05	4.00E-05	1.00E-05	4.00E-05	4.00E-05	4.00E-05	5.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05
Telmatobacter sp. DSM 110680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	0	0	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Telmatocola sphagniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	1.00E-05	0	1.00E-05	0	0	0	0	1.00E-05	0	0
Temperatibacter marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	3.00E-05	0	3.00E-05	3.00E-05	3.00E-05	0	0	0	0	1.00E-05	0	0	1.00E-05	1.00E-05	0	0	0	1.00E-05	2.00E-05	4.00E-05	1.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum dicentrarchi	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	5.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05
Tenacibaculum finnmarkense	1.00E-05	0	0	0	0	0	0	0	0	9.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum jejuense	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	3.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05
Tenacibaculum maritimum	0	1.00E-05	0	0	0	0	0	0	9.00E-05	0	0	0	1.00E-05	0	3.00E-05	2.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum mesophilum	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	2.00E-05	3.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	6.00E-05	3.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum ovolyticum	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum pacificus	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	1.00E-05	0	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum retecalamus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum singaporense	2.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	1.00E-05	1.00E-05	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	0	3.00E-05	2.00E-05	3.00E-05	3.00E-05	1.00E-05	2.00E-05	0	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Tenacibaculum sp. 190130A14a	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	2.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Tenacibaculum sp. 190524A02b	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum sp. 190524A05c	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum sp. Pbs-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0
Tenacibaculum sp. SZ-18	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	3.00E-05	2.00E-05	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	6.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum tangerinum	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05	0	0	3.00E-05	0	4.00E-05	0	3.00E-05	0	1.00E-05	0	0	1.00E-05	0	0	2.00E-05	1.00E-05	0	0	0	1.00E-05	2.00E-05	4.00E-05	2.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tenacibaculum todarodis	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	0	0	0	1.00E-05	3.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05
Tenericutes bacterium MO-XQ	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	2.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	3.00E-05	0	4.00E-05	3.00E-05	3.00E-05	5.00E-05	1.00E-05	2.00E-05	0	1.00E-05	3.00E-05	2.00E-05	2.00E-05
Tenericutes bacterium MZ-XQ	2.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	3.00E-05	0	1.00E-05	2.00E-05	3.00E-05	3.00E-05	0	0	4.00E-05	3.00E-05	0	4.00E-05	0	4.00E-05	4.00E-05	0	0	1.00E-05	0	0	3.00E-05	2.00E-05	2.00E-05	7.00E-05	0	1.00E-05	3.00E-05	5.00E-05	2.00E-05	5.00E-05	4.00E-05	4.00E-05	3.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	4.00E-05	1.00E-05	3.00E-05	5.00E-05	3.00E-05	4.00E-05
Tenuifilaceae bacterium CYCD	1.00E-05	2.00E-05	0	0	0	0	0	0	6.00E-05	6.00E-05	0	0	2.00E-05	0	6.00E-05	8.00E-05	2.00E-05	3.00E-05	1.00E-05	0	3.00E-05	0	2.00E-05	0	0	0	2.00E-05	2.00E-05	0	2.00E-05	0	0	0	0	1.00E-05	0	3.00E-05	1.00E-05	2.00E-05	2.00E-05	5.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	4.00E-05	8.00E-05	4.00E-05	3.00E-05	4.00E-05	4.00E-05	4.00E-05	4.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05
Tenuifilum thalassicum	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	6.00E-05	2.00E-05	2.00E-05	0	0	4.00E-05	0	6.00E-05	3.00E-05	0	0	2.00E-05	0	0	2.00E-05	0	0	1.00E-05	0	0	0	3.00E-05	1.00E-05	2.00E-05	2.00E-05	6.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	4.00E-05	4.00E-05	3.00E-05	3.00E-05	4.00E-05	3.00E-05	4.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05
Tepidanaerobacter acetatoxydans	0	1.00E-05	0	0	0	0	0	0	0	5.00E-05	0	0	1.00E-05	0	1.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	4.00E-05	0	4.00E-05	3.00E-05	3.00E-05	3.00E-05	0	0	0	2.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	3.00E-05	4.00E-05	6.00E-05	4.00E-05	3.00E-05	3.00E-05	3.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	3.00E-05	3.00E-05	8.00E-05	4.00E-05	3.00E-05	4.00E-05	5.00E-05	4.00E-05	4.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05
Tepidibacillus marianensis	0	1.00E-05	0	0	0	0	8.00E-05	0	0	9.00E-05	0	0	1.00E-05	0	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	0	0	0	2.00E-05	0	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tepidibacter aestuarii	1.00E-05	2.00E-05	0	0	0	0	0	0	8.00E-05	0	0	0	2.00E-05	0	2.00E-05	2.00E-05	4.00E-05	4.00E-05	1.00E-05	1.00E-05	4.00E-05	0	3.00E-05	0	0	9.00E-05	8.00E-05	3.00E-05	0	2.00E-05	0	0	2.00E-05	0	1.00E-05	3.00E-05	0	1.00E-05	2.00E-05	2.00E-05	6.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	3.00E-05	4.00E-05	7.00E-05	7.00E-05	1.00E-05	7.00E-05	7.00E-05	7.00E-05	6.00E-05	3.00E-05	4.00E-05	2.00E-05	3.00E-05	4.00E-05	4.00E-05	4.00E-05
Tepidibacter hydrothermalis	2.00E-05	3.00E-05	0	0	0	0	0	0	7.00E-05	0	0	0	3.00E-05	0	2.00E-05	2.00E-05	5.00E-05	5.00E-05	1.00E-05	1.00E-05	3.00E-05	4.00E-05	3.00E-05	6.00E-05	3.00E-05	0.00013	6.00E-05	3.00E-05	0	2.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	0	3.00E-05	1.00E-05	3.00E-05	3.00E-05	8.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	3.00E-05	0.00012	6.00E-05	4.00E-05	5.00E-05	7.00E-05	6.00E-05	6.00E-05	3.00E-05	4.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05
Tepidiforma bonchosmolovskayae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	2.00E-05	2.00E-05	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tepidiforma flava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	0	0
Tepidimonas taiwanensis	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05
Tepiditoga spiralis	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	0	2.00E-05	0	0	0	0	0	0	2.00E-05	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	3.00E-05	4.00E-05	4.00E-05	1.00E-05	4.00E-05	4.00E-05	4.00E-05	4.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05
